Coverage,Date,Description,Rarity,Sense of the Modern,Source,Title,added,collection_id,collection_resource,collection_url,extended_resources_exhibit_pages,featured,files_count,files_resource,files_url,id,item_type_id,item_type_name,item_type_resource,item_type_url,modified,owner_id,owner_resource,owner_url,public,tags,url
"||||osm
34th and Lancaster",1993,"On November 12, 1993. ""The 'bomb' behind the 7-Eleven on 34th Street, turned out to be a coupe of cardboard tubes with wires leading to a radio...""",4,2,"""Bomb scare ropes off 34th Street, Lancaster,"" The Drexel Triangle, December 3, 1993, 1, as compiled by Bennett Smith.",Bomb Scare at 7-Eleven,2014-09-26T20:32:30+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=119,119,21,Event,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/21,2014-11-20T15:57:08+00:00,4,users,http://ds.haverford.edu/lancasterproject/api/users/4,False,"explosion, farce, Lancaster Avenue Arcades",http://ds.haverford.edu/lancasterproject/api/items/119
"||||osm
Coatesville",2000,"Coatesville used to be home to the Lukens Steel Company, which employed 6,000 workers. The steel company left town and by 2000 it was the poorest city in Pennsylvania (while happening to be located in the state's richest county). ",8,4,"Carolyn Adams, et. al, with Joshua Freely and Michelle Schmitt. 2008, Restructuring the Philadelphia region: metropolitan divisions and inequality (Philadelphia, PA: Temple University Press, 2008), 21, as compiled by Bennett Smith.",Lukens Steel Company ,2014-09-26T20:35:26+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=120,120,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-11-20T15:57:08+00:00,4,users,http://ds.haverford.edu/lancasterproject/api/users/4,False,"end of an era, labor, Lancaster Avenue Arcades, loss, technology",http://ds.haverford.edu/lancasterproject/api/items/120
"POLYGON((-8372646.936251 4861509.3101895,-8372025.8853963 4860988.5829343,-8372016.3307678 4859822.9182531,-8372594.3857941 4859913.6872242,-8372646.936251 4861509.3101895))|14|-8372300.5809667|4860590.8715216|osm
1866, West Philadelphia, bounded by West Lancaster Ave. and Market Street, 42th St., and 45th st.",None,"The Pennsylvania Hospital for the Insane, is listed in a post-Civil War travel guide under ""Benevolent Institutions"". ""The Benevolent Institutions"" section includes listing of various hospitals, mental institutions, almshouses, and orphanages. The descriptions in this section offer little clues as to why asylums and hospitals would be of any interest to tourist. Could it be to boast about Philadelphia's modern social works? Or could it have to do with the Victorian preoccupation with those who are the ""other"" in society? In any case, the description offered in the travel guide cites the pastoral grounds as the main attraction: ""A visit to the Hospital for the Insane, will amply repay any one who loves the beauties of nature... Around the house are pleasure grounds, of finely diversified surfaces, adorned with flowers, shrubbery, and trees and from various points commanding beautiful rural views (111)."" ",3,5,"Marian S. Carson Collection (Library of Congress). 1869. <em>Smith's hand-book and guide in Philadelphia: containing a general view of the city, its government, public buildings, educational, literary, ecclesiastical, scientific, and benevolent institutions, places of public amusements, railroads, and routes from, and in the city, hotels, public parks, and cemeteries, and a new map.</em> Philadelphia: G. Delp.",The Local Asylum: <em>The </em>Must-See for the Nature Lover,2014-09-28T19:57:00+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=121,121,19,Place,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/19,2014-12-02T23:36:05+00:00,12,users,http://ds.haverford.edu/lancasterproject/api/users/12,False,"asylum, entertainment, insanity, Lancaster Avenue Arcades, macabre, mapme, nature, nature/vacuum, tourism, travel, travel guide",http://ds.haverford.edu/lancasterproject/api/items/121
"POLYGON((-8373453.1080338 4861580.372739,-8373219.0196347 4861611.4252817,-8373199.9103776 4861434.6646539,-8373443.5534052 4861403.6121111,-8373453.1080338 4861580.372739))|15|-8373463.8569909|4861727.8723171|str
Late 1860's, Lancaster Avenue, 24th ward; A more precise location is 49th Street and Wyalusing Avenue right off of Lancaster Ave., on the east side of the Old Cathedral Cemetery and Girard Avenue. Perhaps Lancaster Ave. was noted by the author as an easy reference point?",None,"St. John's Asylum for Orphan Boys; Smith's Philadelphia travel guide also lists various orphanages as various points of interests. Listed under the same category as the Pennsylvania Hospital for the Insane (""Benevolent Institutions"") are various almshouses and orphanages. All of the orphanages, except for one, are merely listed with an address. Smith's guide distinguishes St. John's Asylum for Orphan Boys as ""a noble institution, situated on Lancaster Ave, 24th ward (119)."" This terse description raises the question of whether the orphanage had a particular reputation that distinguished it from the rest. A simple Google search did not provide many answers, though it did suggest a dark history of abuse and neglect.",3,5,"Marian S. Carson Collection (Library of Congress). 1869. <em>Smith's hand-book and guide in Philadelphia: containing a general view of the city, its government, public buildings, educational, literary, ecclesiastical, scientific, and benevolent institutions, places of public amusements, railroads, and routes from, and in the city, hotels, public parks, and cemeteries, and a new map.</em> Philadelphia: G. Delp.",The Noble Orphanage of Lancaster Avenue,2014-09-30T19:28:08+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=122,122,19,Place,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/19,2014-12-03T00:02:11+00:00,12,users,http://ds.haverford.edu/lancasterproject/api/users/12,False,"asylum, boredom, childhood, children, idleness and pleasurable looking, Lancaster Avenue Arcades, mapme, orphanage, religion, travel",http://ds.haverford.edu/lancasterproject/api/items/122
None,1840s?,"An 80-year-old retired wagoner recalled a night from his youth when he stopped at the tavern near Hand’s Pass: 
“Having had their supper they unrolled their mattressses [sic] on the barroom floor, which all wagoners at that time carried with them, prepared for a night’s repose, doubtless having listened, prior to this, while sitting around the large open fire, to tales of various murders and spectral appearances which had occurred or been seen at different points along this much-traveled highway. Perhaps the warm toddy, which was always at hand, assisted a little with the marvelous tales related. However, when all was quiet in doors and out, as far as could be with the various teams feeding by the wagons, suddenly a succession of piercing shrieks came from the stable yard, and every wagoner who had been snoring to his heart’s content on his separate mattress sprang to his feet, and, rushing to the door, saw a wild scene of confusion going on in the yard and in front of the old tavern. Horses were prancing, … upsetting the feed trough and tangled in the harness or fastenings of their companions on the other side, while shriek after shriek of a most startling nature came from a dark corner in the yard near which the dense woods terminated. Some even claimed they saw a white object of various dimensions, but the narrator said he lost no time in investigating, but, with others, hastily rolled up his mattress, attached his horses to the wagon, and, after settling his sore with the landlord…started out into the night, although it neared ‘the witching time of night when churchyards yawn, etc’ and did not again draw rein until he arrived at the next stopping place.""
",7,1,"A. Exton Witmer, ""The Old Turnpike"" in Papers Read Before the Lancaster County Historical Society on Nov. 5, 1897, Vol. 2, No. 3 (1897), 82-83.",The Haunted Forest,2014-09-30T23:08:25+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=123,123,19,Place,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/19,2014-12-03T16:23:02+00:00,9,users,http://ds.haverford.edu/lancasterproject/api/users/9,False,"death, eerie, fear, fire, folklore, Ghosts, Lancaster Avenue Arcades, nature, nature/vacuum, transportation, trauma",http://ds.haverford.edu/lancasterproject/api/items/123
"|14|-8376352.3843922|4863650.0241227|osm
",2014,"Although a few blocks within the official city limits, the visual/aesthetic border between the Main Line and West Philly falls at the intersections of Lancaster, Woodbine, and 63rd st. Notice the color change in the satellite images as the trees disappear.",3,5,Google Earth,Today's City Limits,2014-09-30T23:23:47+00:00,None,None,None,None,False,2,files,http://ds.haverford.edu/lancasterproject/api/files?item=124,124,19,Place,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/19,2014-12-02T23:36:05+00:00,9,users,http://ds.haverford.edu/lancasterproject/api/users/9,False,"borderlands, decoration, Lancaster Avenue Arcades, nature, nature/vacuum, suburbs",http://ds.haverford.edu/lancasterproject/api/items/124
None,None,"""Life to Live"" by Al ""The Rev"" McKinnon; Al McKinnon grew up at St. John's Orphanage Asylum (the same orphanage mentioned in the entry ""The Noble Orphanage""). He hosts a Facebook page (<a title=""St. John's Orphanage Asylum"" href=""https://www.facebook.com/st.johnsorphanagephila/timeline"">https://www.facebook.com/st.johnsorphanagephila/timeline</a>) dedicated to the now defunct orphanage with the aim of creating a space in which former residents can reconnect and come to terms with the neglect and abuse they were exposed to as boys. The song ""Life to Live"" recounts McKinnon's traumatic childhood at St. Johns and his attempts to heal. Check it out on Sound Cloud: <a title=""Life to Live"" href=""https://soundcloud.com/altherev/life-to-live"">https://soundcloud.com/altherev/life-to-live</a>",9,5,"McKinnon, Al “The Rev.” ""Life to Live"". <em>Flies in the Puddin’</em>. Al the Rev. McKinnon, 2008.","""Life to Live""",2014-10-01T00:23:45+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=125,125,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-12-03T16:16:09+00:00,12,users,http://ds.haverford.edu/lancasterproject/api/users/12,False,"asylum, childhood, death, hope, Lancaster Avenue Arcades, mapme, music, orphanage, trauma",http://ds.haverford.edu/lancasterproject/api/items/125
"POLYGON((-8383363.6464794 4867057.9740968,-8383363.6464794 4867057.9740968))|16|-8383362.4521508|4867049.8004107|osm
",None,"""Football... died a natural death in 1972 after being handicapped for years by Haverford's high academic standards, commitment to equality and, possibly, a campus culture that- in the Vietnam era- was preternaturally conscious of its historic commitment to nonviolence...'To right-wing political leaders,' wrote sports historian Benjamin Rader, 'football was a miniature school for testing and nurturing physical strength and moral vigor.' Proponents of the counterculture, however, believed that 'only such a nation addicted to the violence of a sport like football... could pursue such an immoral and brutal war'... Player Bill Willis, '75, protested a sports columnist's characterization of football as a 'working class' game.  'At this psuedo-pacifistic school, there seems to be a strong aversion to playing organized football,' he wrote. 'As one of these working class jocks, I strongly resent the... condescending tone.'"" (128,131) The confluence of politics, class, and sports, all playing out on Haverford's own campus.",7,3,"Dixon, Mark E. ""Giving Football the Boot."" The Hidden History of the Main Line: From Philadelphia to Malvern. Charleston, SC: History, 2010. N. pag. Print.",The Death of Football,2014-10-01T03:33:00+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=126,126,21,Event,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/21,2014-10-20T20:14:29+00:00,7,users,http://ds.haverford.edu/lancasterproject/api/users/7,True,"class, education, end of an era, masculinity, politics, possession, practice, sports, theory, War",http://ds.haverford.edu/lancasterproject/api/items/126
None,None,None,9,1,None,Snakes for Sale,2014-10-01T03:46:09+00:00,None,None,None,None,False,1,files,http://ds.haverford.edu/lancasterproject/api/files?item=127,127,18,Person,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/18,2014-10-25T19:20:06+00:00,7,users,http://ds.haverford.edu/lancasterproject/api/users/7,False,"Animals, Commerce, discord",http://ds.haverford.edu/lancasterproject/api/items/127
None,None,"""At Bryn Mawr's Baldwin School, the future poet Elinor Wylie discovered Shelley's 1816 ""To a Skylark,"" which celebrated following one's muse. Wylie did exactly that, creating a reputation as one ""mad, bad and dangerous to know.""",3,5,"Dixon, Mark E. ""Good and Faithful Servant."" The Hidden History of the Main Line: From Philadelphia to Malvern. Charleston, SC: History, 2010. N. pag. Print.",Elinor Wylie at Baldwin,2014-10-01T03:58:40+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=128,128,18,Person,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/18,2014-11-20T16:00:13+00:00,7,users,http://ds.haverford.edu/lancasterproject/api/users/7,True,"aesthetic, Avant Garde, fear, glamour, Lancaster Avenue Arcades, Literary, modern",http://ds.haverford.edu/lancasterproject/api/items/128
"||||osm
","September 28, 2012","“The coming of the railroad spurred the development of Merion and other communities along the Main Line. “Nothing was so holy as the Local to Paoli” (Christopher Morley). Guests will walk on the north (outbound) side of the tracks, and examine English-influenced architectural styles as well as Gothic, Mediterranean, and modern. Included will be houses of significant personages from the past: Edward W. Bok, editor of The Ladies Home Journal and the first president of the MCA, and the Trapp family, who escaped the Nazis and later moved to Merion.”",1,3,"“Around Town: Your Guide to Lower Main Line Happenings,” Main Line Times, September 28, 2012",History tour of Merion,2014-10-01T05:32:55+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=129,129,19,Place,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/19,2014-10-20T20:12:43+00:00,10,users,http://ds.haverford.edu/lancasterproject/api/users/10,False,"tourism, transportation",http://ds.haverford.edu/lancasterproject/api/items/129
